,name,link,state_year,unique_id
2116,Amol Haribhau Jawale,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=672,Maharashtra2024,Maharashtra2024_672
2117,Ameet Subhashrao Zanak,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=673,Maharashtra2024,Maharashtra2024_673
2118,Nanabhau Falgunrao Patole,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=314,Maharashtra2024,Maharashtra2024_314
2119,Manjula Tulshiram Gavit,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=317,Maharashtra2024,Maharashtra2024_317
2120,Dhananjay Hari Gadgil,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=321,Maharashtra2024,Maharashtra2024_321
2121,Amol Dhondiba Khatal,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=680,Maharashtra2024,Maharashtra2024_680
2122,Dr. Babasaheb Annasaheb Deshmukh,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=685,Maharashtra2024,Maharashtra2024_685
2123,Shivendraraje Abhaysinhraje Bhonsle,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=688,Maharashtra2024,Maharashtra2024_688
2124,Dr Ashishrao Deshmukh,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=3320,Maharashtra2024,Maharashtra2024_3320
2125,Deepak Vasantrao Kesarkar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=689,Maharashtra2024,Maharashtra2024_689
2126,Rajesh Udesing Padvi,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=335,Maharashtra2024,Maharashtra2024_335
2127,Daulat Bhika Daroda,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=336,Maharashtra2024,Maharashtra2024_336
2128,Dr. Vinay Vilasrao Kore (Savkar),https://myneta.info/Maharashtra2024/candidate.php?candidate_id=339,Maharashtra2024,Maharashtra2024_339
2129,Monica Rajeev Rajale,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=347,Maharashtra2024,Maharashtra2024_347
2130,Deshmukh Satyajit Shivajirao,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=693,Maharashtra2024,Maharashtra2024_693
2131,Patil Vikhe Radhakrushna Eknathrao,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=354,Maharashtra2024,Maharashtra2024_354
2132,Rajendra Shamgonda Patil (Yadravkar),https://myneta.info/Maharashtra2024/candidate.php?candidate_id=356,Maharashtra2024,Maharashtra2024_356
2133,Kashiram Vechan Pawara,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=357,Maharashtra2024,Maharashtra2024_357
2134,Dnyaneshwar Alias Mauli Aba Katke,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=3201,Maharashtra2024,Maharashtra2024_3201
2135,Ajay Vinayak Choudhari,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=702,Maharashtra2024,Maharashtra2024_702
2136,Siddharth Anil Shirole,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=704,Maharashtra2024,Maharashtra2024_704
2137,Pachpute Vikram Babanrao,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=2600,Maharashtra2024,Maharashtra2024_2600
2138,Ogale Hemant Bhujangrao,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=710,Maharashtra2024,Maharashtra2024_710
2139,Aditi Sunil Tatkare,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=711,Maharashtra2024,Maharashtra2024_711
2140,Abdul Sattar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=77,Maharashtra2024,Maharashtra2024_77
2141,Kayande Manoj Devanand,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=2112,Maharashtra2024,Maharashtra2024_2112
2142,Jaykumar Jitendrasinh Rawal,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=718,Maharashtra2024,Maharashtra2024_718
2143,Adv. Kokate Manikrao Shivaji,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=719,Maharashtra2024,Maharashtra2024_719
2144,Captain R Tamil Selvan,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=3385,Maharashtra2024,Maharashtra2024_3385
2145,Devendra Rajesh Kothe,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=725,Maharashtra2024,Maharashtra2024_725
2146,Deshmukh Vijay Sidramappa,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=729,Maharashtra2024,Maharashtra2024_729
2147,Deshmukh Subhash Sureshchandra,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=731,Maharashtra2024,Maharashtra2024_731
2148,Rohit Suman R.R. Aba Patil,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=1850,Maharashtra2024,Maharashtra2024_1850
2149,Rajesh Shriramji Wankhade,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=740,Maharashtra2024,Maharashtra2024_740
2150,Sanjay Mukund Kelkar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=742,Maharashtra2024,Maharashtra2024_742
2151,Vijay Bharatlal Rahangdale,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=748,Maharashtra2024,Maharashtra2024_748
2152,Ranajagjitsinha Padmasinha Patil,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=749,Maharashtra2024,Maharashtra2024_749
2153,Karemore Raju Manikrao,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=752,Maharashtra2024,Maharashtra2024_752
2154,Sanjay Baburao Bansode,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=756,Maharashtra2024,Maharashtra2024_756
2155,Ailani Kumar Uttamchand,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=759,Maharashtra2024,Maharashtra2024_759
2156,Pravin Virbhadrayya Swami (Sir),https://myneta.info/Maharashtra2024/candidate.php?candidate_id=1123,Maharashtra2024,Maharashtra2024_1123
2157,Kisan Maroti Wankhede,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=761,Maharashtra2024,Maharashtra2024_761
2158,Sanjay Narayanrao Meshram,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=764,Maharashtra2024,Maharashtra2024_764
2159,Mahesh Baldi,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=769,Maharashtra2024,Maharashtra2024_769
2160,Bapusaheb Tukaram Pathare,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=771,Maharashtra2024,Maharashtra2024_771
2161,Bornare (Sir) Ramesh Nanasaheb,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=778,Maharashtra2024,Maharashtra2024_778
2162,Adv. Ashish Shelar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=246,Maharashtra2024,Maharashtra2024_246
2163,Varun Satish Sardesai,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=783,Maharashtra2024,Maharashtra2024_783
2164,Sneha Dube Pandit,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=788,Maharashtra2024,Maharashtra2024_788
2165,Haroon Khan,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=793,Maharashtra2024,Maharashtra2024_793
2166,Sunil Rajaram Raut,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=799,Maharashtra2024,Maharashtra2024_799
2167,Bhoye Harishchandra Sakharam,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=800,Maharashtra2024,Maharashtra2024_800
2168,Alavani Parag,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=235,Maharashtra2024,Maharashtra2024_235
2169,Kalidas Nilkanth Kolambkar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=233,Maharashtra2024,Maharashtra2024_233
2170,Makrand Laxmanrao Jadhav (Patil),https://myneta.info/Maharashtra2024/candidate.php?candidate_id=809,Maharashtra2024,Maharashtra2024_809
2171,Derkar Sanjay Nilkanthrao,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=813,Maharashtra2024,Maharashtra2024_813
2172,Dr. Pankaj Rajesh Bhoyar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=232,Maharashtra2024,Maharashtra2024_232
2173,Karan Sanjay Deotale,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=818,Maharashtra2024,Maharashtra2024_818
2174,Shyam Ramcharan Khode,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=820,Maharashtra2024,Maharashtra2024_820
2175,Aditya Uddhav Thackeray,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=230,Maharashtra2024,Maharashtra2024_230
2176,Anil Alias Balasaheb Shankarrao Mangulkar,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=828,Maharashtra2024,Maharashtra2024_828
2177,Chhagan Bhujbal,https://myneta.info/Maharashtra2024/candidate.php?candidate_id=225,Maharashtra2024,Maharashtra2024_225
2178,Thounaojam Shyamkumar,https://myneta.info/manipur2022/candidate.php?candidate_id=21,manipur2022,manipur2022_21
2179,Konthoujam Govindas Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=83,manipur2022,manipur2022_83
2180,Ss. Olish,https://myneta.info/manipur2022/candidate.php?candidate_id=207,manipur2022,manipur2022_207
2181,Khashim Vashum,https://myneta.info/manipur2022/candidate.php?candidate_id=208,manipur2022,manipur2022_208
2182,L.M. Khaute,https://myneta.info/manipur2022/candidate.php?candidate_id=171,manipur2022,manipur2022_171
2183,Nongthombam Biren Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=37,manipur2022,manipur2022_37
2184,Thokchom Radheshyam Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=248,manipur2022,manipur2022_248
2185,Letzamang Haokip,https://myneta.info/manipur2022/candidate.php?candidate_id=118,manipur2022,manipur2022_118
2186,Dr. Yumnam Radheshyam Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=178,manipur2022,manipur2022_178
2187,Md. Achab Uddin,https://myneta.info/manipur2022/candidate.php?candidate_id=241,manipur2022,manipur2022_241
2188,Mayanglambam Rameshwar Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=182,manipur2022,manipur2022_182
2189,Nemcha Kipgen,https://myneta.info/manipur2022/candidate.php?candidate_id=95,manipur2022,manipur2022_95
2190,J Kumo Sha,https://myneta.info/manipur2022/candidate.php?candidate_id=230,manipur2022,manipur2022_230
2191,Lourembam Rameshwor Meetei,https://myneta.info/manipur2022/candidate.php?candidate_id=27,manipur2022,manipur2022_27
2192,Sapam Nishikant Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=75,manipur2022,manipur2022_75
2193,Surjakumar Okram,https://myneta.info/manipur2022/candidate.php?candidate_id=243,manipur2022,manipur2022_243
2194,Sheikh Noorul Hassan,https://myneta.info/manipur2022/candidate.php?candidate_id=130,manipur2022,manipur2022_130
2195,Thokchom Lokeshwar Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=40,manipur2022,manipur2022_40
2196,Leishangthem Susindro Meitei,https://myneta.info/manipur2022/candidate.php?candidate_id=33,manipur2022,manipur2022_33
2197,Dr. Sapam Ranjan Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=159,manipur2022,manipur2022_159
2198,Sanasam Premchandra Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=108,manipur2022,manipur2022_108
2199,Khongbantabam Ibomcha,https://myneta.info/manipur2022/candidate.php?candidate_id=16,manipur2022,manipur2022_16
2200,Sorokhaibam Rajen Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=56,manipur2022,manipur2022_56
2201,Karam Shyam,https://myneta.info/manipur2022/candidate.php?candidate_id=52,manipur2022,manipur2022_52
2202,Mohd Abdul Nasir,https://myneta.info/manipur2022/candidate.php?candidate_id=203,manipur2022,manipur2022_203
2203,Losii Dikho,https://myneta.info/manipur2022/candidate.php?candidate_id=224,manipur2022,manipur2022_224
2204,Kongkham Robindro Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=2,manipur2022,manipur2022_2
2205,Thongam Shanti Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=111,manipur2022,manipur2022_111
2206,Thounaojam Basanta Kumar Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=93,manipur2022,manipur2022_93
2207,Sagolshem Kebi Devi,https://myneta.info/manipur2022/candidate.php?candidate_id=46,manipur2022,manipur2022_46
2208,Dinganglung Gangmei,https://myneta.info/manipur2022/candidate.php?candidate_id=232,manipur2022,manipur2022_232
2209,Irengbam Nalini Devi,https://myneta.info/manipur2022/candidate.php?candidate_id=86,manipur2022,manipur2022_86
2210,Sapam Kunjakeswor (Keba) Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=154,manipur2022,manipur2022_154
2211,Leishiyo Keishing,https://myneta.info/manipur2022/candidate.php?candidate_id=216,manipur2022,manipur2022_216
2212,Rajkumar Imo Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=77,manipur2022,manipur2022_77
2213,Paolienlal Haokip,https://myneta.info/manipur2022/candidate.php?candidate_id=144,manipur2022,manipur2022_144
2214,Kimneo Haokip Hangshing,https://myneta.info/manipur2022/candidate.php?candidate_id=103,manipur2022,manipur2022_103
2215,Haokholet Kipgen,https://myneta.info/manipur2022/candidate.php?candidate_id=13,manipur2022,manipur2022_13
2216,Heikham Dingo Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=62,manipur2022,manipur2022_62
2217,Chinlunthang,https://myneta.info/manipur2022/candidate.php?candidate_id=116,manipur2022,manipur2022_116
2218,Yumnam Khemchand Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=69,manipur2022,manipur2022_69
2219,Kangujam Ranjit Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=174,manipur2022,manipur2022_174
2220,N. Kayisii,https://myneta.info/manipur2022/candidate.php?candidate_id=221,manipur2022,manipur2022_221
2221,Awangbow Newmai,https://myneta.info/manipur2022/candidate.php?candidate_id=252,manipur2022,manipur2022_252
2222,Janghemlung Panmei,https://myneta.info/manipur2022/candidate.php?candidate_id=235,manipur2022,manipur2022_235
2223,Letpao Haokip,https://myneta.info/manipur2022/candidate.php?candidate_id=257,manipur2022,manipur2022_257
2224,Tongbram Robindro Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=4,manipur2022,manipur2022_4
2225,Khumukcham Joykisan Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=45,manipur2022,manipur2022_45
2226,Vungzagin Valte,https://myneta.info/manipur2022/candidate.php?candidate_id=162,manipur2022,manipur2022_162
2227,Thongam Biswajit Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=124,manipur2022,manipur2022_124
2228,Okram Ibobi Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=262,manipur2022,manipur2022_262
2229,Ngursanglur Sanate,https://myneta.info/manipur2022/candidate.php?candidate_id=151,manipur2022,manipur2022_151
2230,Ram Muivah,https://myneta.info/manipur2022/candidate.php?candidate_id=213,manipur2022,manipur2022_213
2231,Khwairakpam Raghumani Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=79,manipur2022,manipur2022_79
2232,Dr.Usham Deben Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=188,manipur2022,manipur2022_188
2233,Paonam Brojen Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=246,manipur2022,manipur2022_246
2234,Thangjam Arunkumar,https://myneta.info/manipur2022/candidate.php?candidate_id=135,manipur2022,manipur2022_135
2235,Keisham Meghachandra Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=199,manipur2022,manipur2022_199
2236,Khuraijam Loken Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=7,manipur2022,manipur2022_7
2237,Thokchom Satyabrata Singh,https://myneta.info/manipur2022/candidate.php?candidate_id=136,manipur2022,manipur2022_136
2238,Lahkmen Rymbui,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6925,Meghalaya2023,Meghalaya2023_6925
2239,Miani D. Shira,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6842,Meghalaya2023,Meghalaya2023_6842
2240,Kartush R. Marak,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6765,Meghalaya2023,Meghalaya2023_6765
2241,Pongseng Marak,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6949,Meghalaya2023,Meghalaya2023_6949
2242,Sengchim N. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6820,Meghalaya2023,Meghalaya2023_6820
2243,Rupa M. Marak,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7074,Meghalaya2023,Meghalaya2023_7074
2244,Brening A. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6847,Meghalaya2023,Meghalaya2023_6847
2245,Dr. Mazel Ampareen Lyngdoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6757,Meghalaya2023,Meghalaya2023_6757
2246,Saleng A. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6956,Meghalaya2023,Meghalaya2023_6956
2247,Sosthenes Sohtun,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6799,Meghalaya2023,Meghalaya2023_6799
2248,Wailadmiki Shylla,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7132,Meghalaya2023,Meghalaya2023_7132
2249,Rupert Momin,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6959,Meghalaya2023,Meghalaya2023_6959
2250,Kyrmen Shylla,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6904,Meghalaya2023,Meghalaya2023_6904
2251,Sanjay A. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6961,Meghalaya2023,Meghalaya2023_6961
2252,Metbah Lyngdoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6940,Meghalaya2023,Meghalaya2023_6940
2253,Charles Marngar,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6773,Meghalaya2023,Meghalaya2023_6773
2254,Banteidor Lyngdoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6945,Meghalaya2023,Meghalaya2023_6945
2255,Renikton Lyngdoh Tongkhar,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6964,Meghalaya2023,Meghalaya2023_6964
2256,Brightstarwell Marbaniang,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6907,Meghalaya2023,Meghalaya2023_6907
2257,Matthew Beyondstar Kurbah,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6915,Meghalaya2023,Meghalaya2023_6915
2258,Heaving Stone Kharpran,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6861,Meghalaya2023,Meghalaya2023_6861
2259,Methodius Dkhar,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6972,Meghalaya2023,Meghalaya2023_6972
2260,Ollan Singh Suin,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6975,Meghalaya2023,Meghalaya2023_6975
2261,Shakliar Warjri,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7089,Meghalaya2023,Meghalaya2023_7089
2262,Marthon J Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6979,Meghalaya2023,Meghalaya2023_6979
2263,Nujorki Sungoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6863,Meghalaya2023,Meghalaya2023_6863
2264,Ronnie V. Lyngdoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7093,Meghalaya2023,Meghalaya2023_7093
2265,Sniawbhalang Dhar,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6866,Meghalaya2023,Meghalaya2023_6866
2266,Ardent Miller Basaiawmoit,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6909,Meghalaya2023,Meghalaya2023_6909
2267,Mayralborn Syiem,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6990,Meghalaya2023,Meghalaya2023_6990
2268,Gabriel Wahlang,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6807,Meghalaya2023,Meghalaya2023_6807
2269,Charles Pyngrope,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7063,Meghalaya2023,Meghalaya2023_7063
2270,Adelbert Nongrum,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6872,Meghalaya2023,Meghalaya2023_6872
2271,Thomas A. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6838,Meghalaya2023,Meghalaya2023_6838
2272,Abu Taher Mondal,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7055,Meghalaya2023,Meghalaya2023_7055
2273,Alexander Laloo Hek,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7053,Meghalaya2023,Meghalaya2023_7053
2274,Prestone Tynsong,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6875,Meghalaya2023,Meghalaya2023_6875
2275,Dr. Mizanur Rahman Kazi,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6826,Meghalaya2023,Meghalaya2023_6826
2276,Limison D. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6827,Meghalaya2023,Meghalaya2023_6827
2277,Coming One Ymbon,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6885,Meghalaya2023,Meghalaya2023_6885
2278,Remington Gabil Momin,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6829,Meghalaya2023,Meghalaya2023_6829
2279,Subir Marak,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7109,Meghalaya2023,Meghalaya2023_7109
2280,Pius Marwein,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6835,Meghalaya2023,Meghalaya2023_6835
2281,Timothy Dalbot Shira,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7033,Meghalaya2023,Meghalaya2023_7033
2282,Rakkam A. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6810,Meghalaya2023,Meghalaya2023_6810
2283,Jim M Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6770,Meghalaya2023,Meghalaya2023_6770
2284,Ian Botham K. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7024,Meghalaya2023,Meghalaya2023_7024
2285,Arbinstone B Marak,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6811,Meghalaya2023,Meghalaya2023_6811
2286,Balajied Kupar Synrem,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6764,Meghalaya2023,Meghalaya2023_6764
2287,Gavin Miguel Mylliem,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6788,Meghalaya2023,Meghalaya2023_6788
2288,Dr. Mukul Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7011,Meghalaya2023,Meghalaya2023_7011
2289,Sanbor Shullai,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7009,Meghalaya2023,Meghalaya2023_7009
2290,Conrad Kongkal Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6899,Meghalaya2023,Meghalaya2023_6899
2291,Santa Mary Shylla,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6911,Meghalaya2023,Meghalaya2023_6911
2292,Jimmy D. Sangma,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6837,Meghalaya2023,Meghalaya2023_6837
2293,Damanbait Lamare,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6784,Meghalaya2023,Meghalaya2023_6784
2294,Dr. Celestine Lyngdoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6778,Meghalaya2023,Meghalaya2023_6778
2295,Paul Lyngdoh,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=7121,Meghalaya2023,Meghalaya2023_7121
2296,Marcuise N Marak,https://myneta.info/Meghalaya2023/candidate.php?candidate_id=6767,Meghalaya2023,Meghalaya2023_6767
2297,Lalthansanga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=23,Mizoram2023,Mizoram2023_23
2298,B. Lalchhanzova,https://myneta.info/Mizoram2023/candidate.php?candidate_id=26,Mizoram2023,Mizoram2023_26
2299,Vanlalhlana,https://myneta.info/Mizoram2023/candidate.php?candidate_id=113,Mizoram2023,Mizoram2023_113
2300,Dr. Vanlalthlana,https://myneta.info/Mizoram2023/candidate.php?candidate_id=28,Mizoram2023,Mizoram2023_28
2301,K. Sapdanga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=32,Mizoram2023,Mizoram2023_32
2302,C. Lalsawivunga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=35,Mizoram2023,Mizoram2023_35
2303,Lalchhuanthanga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=121,Mizoram2023,Mizoram2023_121
2304,Baryl Vanneihsangi,https://myneta.info/Mizoram2023/candidate.php?candidate_id=39,Mizoram2023,Mizoram2023_39
2305,Tbc Lalvenchhunga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=42,Mizoram2023,Mizoram2023_42
2306,Lalnghinglova Hmar,https://myneta.info/Mizoram2023/candidate.php?candidate_id=43,Mizoram2023,Mizoram2023_43
2307,V. L. Zaithanzama,https://myneta.info/Mizoram2023/candidate.php?candidate_id=45,Mizoram2023,Mizoram2023_45
2308,Lalbiakzama,https://myneta.info/Mizoram2023/candidate.php?candidate_id=49,Mizoram2023,Mizoram2023_49
2309,H. Ginzalala,https://myneta.info/Mizoram2023/candidate.php?candidate_id=90,Mizoram2023,Mizoram2023_90
2310,Lt Col. Clement Lalhmingthanga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=50,Mizoram2023,Mizoram2023_50
2311,Lalrintluanga Sailo,https://myneta.info/Mizoram2023/candidate.php?candidate_id=54,Mizoram2023,Mizoram2023_54
2312,Ramthanmawia,https://myneta.info/Mizoram2023/candidate.php?candidate_id=135,Mizoram2023,Mizoram2023_135
2313,Robert Romawia Royte,https://myneta.info/Mizoram2023/candidate.php?candidate_id=14,Mizoram2023,Mizoram2023_14
2314,Lalmuanpuia Punte,https://myneta.info/Mizoram2023/candidate.php?candidate_id=59,Mizoram2023,Mizoram2023_59
2315,Lalfamkima,https://myneta.info/Mizoram2023/candidate.php?candidate_id=61,Mizoram2023,Mizoram2023_61
2316,Dr. Lorrain Lalpekliana Chinzah,https://myneta.info/Mizoram2023/candidate.php?candidate_id=140,Mizoram2023,Mizoram2023_140
2317,C. Ngunlianchunga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=142,Mizoram2023,Mizoram2023_142
2318,F.Rodingliana,https://myneta.info/Mizoram2023/candidate.php?candidate_id=67,Mizoram2023,Mizoram2023_67
2319,Lalrinpuii,https://myneta.info/Mizoram2023/candidate.php?candidate_id=169,Mizoram2023,Mizoram2023_169
2320,V. Malsawmtluanga,https://myneta.info/Mizoram2023/candidate.php?candidate_id=91,Mizoram2023,Mizoram2023_91
2321,Lalramliana Papuia,https://myneta.info/Mizoram2023/candidate.php?candidate_id=70,Mizoram2023,Mizoram2023_70
2322,T. Lalhlimpuia,https://myneta.info/Mizoram2023/candidate.php?candidate_id=95,Mizoram2023,Mizoram2023_95
2323,H. Lalzirliana,https://myneta.info/Mizoram2023/candidate.php?candidate_id=98,Mizoram2023,Mizoram2023_98
2324,K. Hrahmo,https://myneta.info/Mizoram2023/candidate.php?candidate_id=149,Mizoram2023,Mizoram2023_149
2325,Dr. K. Beichhua,https://myneta.info/Mizoram2023/candidate.php?candidate_id=153,Mizoram2023,Mizoram2023_153
2326,Lalduhoma,https://myneta.info/Mizoram2023/candidate.php?candidate_id=74,Mizoram2023,Mizoram2023_74
2327,Lalrinsanga Ralte,https://myneta.info/Mizoram2023/candidate.php?candidate_id=10,Mizoram2023,Mizoram2023_10
2328,Jeje Lalpekhlua,https://myneta.info/Mizoram2023/candidate.php?candidate_id=102,Mizoram2023,Mizoram2023_102
2329,Prof. Lalnilawma,https://myneta.info/Mizoram2023/candidate.php?candidate_id=22,Mizoram2023,Mizoram2023_22
2330,R. Rohmingliana,https://myneta.info/Mizoram2023/candidate.php?candidate_id=80,Mizoram2023,Mizoram2023_80
